reviewBody,alternativeName
" falso que, em um tweet, o ex-deputado Jean Wyllys disse ao jornalista Glenn Greenwald, de The Intercept Brasil, que não tem relação com o que ele está fazendo e que o acordo entre os dois não seria esse, como afirmam publicaçõesnas redes. Além de não haver registros de que o tweet tenha sido publicado por Wyllys, a montagemtambém não traz o selo de verificação que há no perfil dele naquela rede social.",Falso
"Não é o deputado federal Glauber Braga PSOL-RJ o homem que aparece escondendo dinheiro na cueca em vídeo que vem sendo compartilhado nas redes sociais veja aqui. De 2009, as imagens retratam o empresário Alcyr Duarte Collaço Filho, que foi apontado como emissário do PPS no esquema de pagamento de propina que ficou conhecido como mensalão do DEM.",Falso
"Não há registros de que o ministro da Justiça e Segurança Pública, Sergio Moro, tenha dito em sessão na CCJ Comissão de Constituição e Justiça da Câmara dos Deputados na terça-feira 2 que, se contasse a verdade sobre os parlamentares, teria que prender todos e fechar o Congresso!. A declaração, na realidade, foi criada e publicada no Twitter pelo perfil satírico Falha de S.Paulo.",Falso
"Não é verdade que o governo Bolsonaro suspendeuuma normaque impedia a revista de bagagens em voos presidenciais, e que, por isso, o militar brasileiroManoel Silva Rodrigues foi presoapós ser flagrado com 39 quilos de cocaína em uma malana Espanha, na semana passada. Além de tal regra nunca ter existido, o segundo-sargento, que integrava uma comitiva do presidente,foi preso por fiscais aduaneiros espanhóis.",Falso
"Foi editada digitalmente a imagem da deputada Maria do Rosário PT-RS vestindo uma camiseta do MBL Movimento Brasil Livre que circula nas redes sociais veja aqui. Na foto verdadeira, publicada em novembro de 2014, as estampas na camisa são o rosto de um jovem negro e a frase Jovem Negro Vivo.",Falso
" falsa a informação de que o homem sentado à mesa com o presidente Jair Bolsonaro, o senador Flávio Bolsonaro PSL-RJ e seu ex-assessor Fabrício Queiroz seja o militar Manoel Silva Rodrigues, preso por suspeita de tráfico de drogas na Espanha no dia 25 de junho. O homem, na verdade, é o assessor especial da Presidência Max Guilherme Machado de Moura, segundo a Secretaria de Comunicação da Presidência da República.",Falso
"Não foi registrada nos protestos pró-governo no último domingo 30 a imagem que circula nas redes sociais da avenida Paulista repleta de manifestantes em toda a sua extensão. A foto é, na verdade, de uma manifestação de março de 2016 que pedia o impeachment da então presidente Dilma Rousseff PT.",Falso
"Uma foto de manifestação no Espírito Santo em apoio à candidatura de Jair Bolsonaro em 2018 voltou a circular como se fosse dos protestos pró-governo do último domingo 30. A imagem, que mostra grande concentração de apoiadores do então candidato, também já foi publicada como se fosse das manifestações pró-governo do dia 26 de maio deste ano. No entanto, ela pode ser encontrada em posts de perfis pessoais no Facebook desde o dia 21 de outubro do ano passado.",Falso
"Foi editada a foto que circula nas redes sociais que mostra uma manifestante pró-governo segurando um cartaz com a mensagem Sérgio Moro é bom pra burro. Na imagem original, que foi registrada em maio, não nos protestos deste domingo 30, a frase que aparece no cartaz é Presidente estamos com você.",Falso
"Trata-se de uma montagem a foto veja aqui em que o presidente Jair Bolsonaro está sentado de braços cruzados em meio a diversos líderes mundiais. Na imagem original, publicada em junho de 2018, quem aparece é o americano Donald Trump.",Falso
"O rosto do segundo-sargento preso por suspeita de tráfico de drogas na Espanha na última terça-feira 25 foi inserido digitalmente em uma foto em que aparece o deputado Eduardo Bolsonaro PSL-SP que circula nas redes sociais veja aqui. Na imagem original, quem está ao lado de Eduardo é o também deputado federal Guilherme Derrite PP-SP.",Falso
"Não é verdade que o segundo-sargento da Aeronáutica Manoel Silva Rodrigues, preso na Espanha suspeito de transportar 39 quilos de cocaína em um avião da FAB Força Aérea Brasileira, é filiado ao PSL veja aqui. O nome dele não consta na lista de filiados do partido e, por ser militar da ativa, também não poderia ser associado a uma legenda, segundo o artigo 142 da Constituição.",Falso
" falsa a informação de que o segundo-sargento da FAB Força Aérea Brasileira preso na Espanha suspeito de tráfico de drogas é filiado ao PT veja aqui. Além de não ter seu nome na lista de filiados do partido, Manoel Silva Rodrigues é militar da ativa e, segundo o artigo 142 da Constituição, militares não podem ter filiação partidária.",Falso
"Não é verdade que a deputada federal Flordelis PSD-RJ adotou 51 crianças para receber um auxílio-adoção de cinco salários mínimos por cada uma delas, como afirma publicação que circula nas redes veja aqui. O benefício é oferecido pelo governo do Rio de Janeiro para servidores públicos que adotem crianças ou adolescentes, mas a lei não permite acúmulo de pagamentos em caso de diversas adoções.",Falso
"Publicações nas redes sociais afirmam que, em um áudio, o ministro da Justiça, Sergio Moro, e o procurador Deltan Dallagnol teriam se referido ao presidente Jair Bolsonaro PSL como imbecil e ameba veja aqui, mas não há fontes que atestem a veracidade desta informação e os próprios posts não trazem a gravação que alardeiam.Aos Fatos não identificou referências que embasem tal informação, que também não consta nas reportagens publicadas por The Intercept Brasil com base em troca de mensagens entre Moro e Dallagnol no aplicativo Telegram. O site negou nesta terça-feira 25 que tenha divulgado essa conversa. Desta forma, o conteúdo foi classificado como FALSO.",Falso
" falso o áudio atribuído ao ex-presidente Luiz Inácio Lula da Silva PT em que ele sugeriria o assassinato do seu ex-ministro da Fazenda, Antonio Palocci. Além de a voz ser diferente da do petista, a gravaçãonão consta entre as interceptações telefônicas autorizadas pela Justiça Federal em 2016. O Instituto Lula também negoua veracidade do conteúdo.",Falso
"O senador Fabiano Contarato Rede-ES não disse que os julgamentos e condenações decorrentes da Operação Lava Jato deveriam ser anulados, conforme publicação que circula nas redes veja aqui. De acordo com a postagem, a afirmação teria sido feita durante sessão da CCJ Comissão de Constituição, Justiça e Cidadania do Senado que recebeu o ministro da Justiça e Segurança Pública, Sergio Moro, no dia 19 de junho. No entanto, não há registro de declaração semelhante naquele momento, e o senador emitiu uma nota em que nega tal afirmação.",Falso
"Não é verdade que o senador Antônio Carlos Magalhães foi morto em um acidente de helicóptero em julho de 2007, semanas depois de fazer um pronunciamento no Senado contra o então presidente Lula. Além de ter morrido devido a falência múltipla de órgãos, o discurso de ACM foi realizado em junho de 2006, mais de um ano antes da data da sua morte, em 20 de julho de 2007.",Falso
"Não foi gravado durante protestos da greve geral da última sexta-feira 14 um vídeo em que manifestantes de esquerda depredam um carro. As imagens, na verdade, são de maio de 2017 e mostram o momento em que um veículo é atacado após furar o bloqueio de uma manifestação realizada em Goiânia contra o governo de Michel Temer e atropelar duas pessoas.",Falso
"Não é verdade que o governador do Maranhão, Flávio Dino PC do B, trocou a bandeira brasileira do Palácio dos Leões, sede do governo do estado, pela bandeira do partido comunista. Além de confundir a bandeira da China com o símbolo do partido, o texto que circula nas redes sociais omite que é protocolo do governo hastear a bandeira de um país em caso de visita oficial.",Falso
"Não é verdade que um manifestante que participava da greve geral nesta sexta-feira 14 esfaqueou uma policial em São Paulo. O vídeo que embasa as publicações nas redes sociais com esta desinformação veja um exemplo aqui mostra crime ocorrido nesta quarta-feira 12 em Mogi das Cruzes, na Grande SP, sem qualquer relação com os protestos.Na realidade, a polícia foi acionada para conter Marcelo Nogueira, de 48 anos, que estaria atirando pedras contra uma empresa e automóveis em uma via expressa de Mogi, segundo o boletim de ocorrência. Ao tentar imobilizá-lo com disparo de arma de choque, a tenente Beatriz Marandola foi surpreendida por Nogueira, que lhe desferiu uma facada no pescoço. Outros policiais atiraram contra o homem, que morreu no local. A tenente foi socorrida, levada ao hospital e passa bem.",Falso
"Não é verdade que a ONU Organização das Nações Unidas pretende implantar chips de identificação biométrica em toda a humanidade e que as pessoas que se recusarem serão excluídas socialmente. Segundo a notícia falsa veja aqui, o plano estaria registrado na Agenda 2030 para o Desenvolvimento Sustentável, lançada pela organização em 2015. Porém, Aos Fatos constatou que não há nada relacionado a isso entre os tópicos do documento.",Falso
"Não é verdade que o Comitê de Direitos Humanos do Brasil tenha expedido uma ordem de libertação de Kacyla Santiago e Rosana Cândido, acusadas de matar Rhuan Maycon da Silva Castro, de nove anos. Além de não existir tal comitê, o casal segue preso na ala feminina do Complexo Penitenciário da Papuda, segundo nota emitida pela Secretaria de Segurança Pública do Distrito Federal.",Falso
"Não é verdade que o presidente Jair Bolsonaro autorizou a execução de uma dívida da Rede Globo de R$ 358 milhões em impostos sonegados à União. Segundo publicação do blog Foco News veja aqui, a cobrança corresponderia a uma parte do montante de R$ 1 bilhão supostamente devido pela emissora desde 2002 e seria publicada no DOU Diário Oficial da União do último dia 6, o que não ocorreu.",Falso
"Não é verdade que o aplicativo Telegram confirmou em sua conta no Twitter que hackers alteraram textos das mensagens vazadas do ministro Sergio Moro, do procurador Deltan Dallagnol e de outros integrantes da força-tarefa da Lava Jato, divulgadas nesta semana pelo site The Intercept Brasil. A foto que circula nas redes sociais com o comunicado da empresa é uma montagem veja aqui. Aos Fatos constatou que o tweet não consta no perfil @telegram. Além disso, a mensagem foi escrita em português em um perfil que só posta em inglês. O texto em si também foge ao padrão da comunicação adotada pela empresa. O aplicativo de mensagens já negou, tanto na conta em inglês, quanto na em português, que tenha havido ataque hacker ao aplicativo no caso da Lava Jato e disse ser mais provável que tenha sido malware [um tipo de vírus] ou alguém que não esteja usando uma senha de verificação em duas etapas.",Falso
" falso que os sigilos telefônico e bancário de Adélio Bispo de Oliveira, que esfaqueou Jair Bolsonaro no ano passado, são protegidos pela OAB Ordem dos Advogados do Brasil, como afirmam publicações nas redes sociais veja aqui. Na realidade, a entidade entrou com mandado de segurança em janeiro deste ano para garantir que Zanone de Oliveira, advogado do autor da facada, não fosse obrigado a informar quem pagou os honorários da causa.",Falso
"Não é verdade que um funcionário do Congresso Nacional foi flagrado em vídeo registrando presença para deputados ausentes, como afirmam publicações nas redes sociais veja aqui. A gravação foi feita no parlamento da Ucrânia em 2017 e mostra um congressistacolocando fichas de votação sobre as mesas dos colegas.",Falso
"Não é verdade que dados do Portal da Transparência mostram que o orçamento do governo Bolsonaro para a Educação seria o maior da história, apesar do contingenciamento anunciado em abril. A desinformação consta em um artigo publicado no blog do Instituto Politeia confira aqui, hospedado no site do jornal Gazeta do Povo, e que tem sido replicado em publicações nas redes sociais nos últimos dias veja um exemplo aqui.",Falso
" falsa a imagem que circula em redes sociais que mostra um suposto diálogo entre o ministro da Justiça, Sergio Moro, e o procurador Deltan Dallagnol tramando para impedir a candidatura do petista Fernando Haddad à Presidência em 2018.O site The Intercept Brasil publicou no último domingo 9 uma série de reportagens que mostra mensagens trocadas no aplicativo Telegram entre integrantes da Operação Lava Jato, inclusive entre Moro e Dallagnol, mas Haddad não é citado nos diálogos entre os dois. Os outros trechos do diálogo que aparecem na montagem também são inventados.",Falso
"Não é verdade que o jornalista americano Glenn Greenwald, editor fundador do site The Intercept Brasil, e seu companheiro, o deputado federal David Miranda PSOL-RJ, tenham sido acusados de atentar contra a segurança pública do Reino Unido. Atribuições desse tipo foram divulgadas nas redes sociais veja aqui depois que o portal publicou, no último domingo 9, uma série de mensagens privadas atribuídas ao ministro da Justiça, Sérgio Moro, e ao procurador Deltan Dallagnol.",Falso
" falso que o governo Bolsonaro cortou metade das verbas do Fundeb Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação e que, por isso, o salário de professores da rede pública estaria comprometido, como afirmam publicações nas redes sociais e em sites na internet veja aqui. Na verdade, um bloqueio desse porte foi efetuado no orçamento do FNDE Fundo Nacional de Desenvolvimento da Educação, uma autarquia do MEC Ministério da Educação sem relação direta com os repasses do Fundeb e que deve perder 47% das receitas para 2019.",Falso
"Um texto que utiliza dados falsos e distorcidos está sendo compartilhado pelas redes desde a última terça 4 para sugerir que, se a União cobrasse seus devedores, não seria necessária uma reforma da Previdência.",Falso
"Sites e publicações nas redes sociais têm veiculado como verdadeira uma montagem em que o ator Keanu Reeves aparece rodeado por gatos. A foto começou a circular na internet em 2010, na esteira do meme Sad Keanu Keanu triste, em inglês, e agora aparece ilustrando textos que sustentam que durante suas viagens, Reeves costuma salvar gatos da eutanásia. Aos Fatos não encontrou evidências que comprovemessa afirmação.",Falso
"Não é verdade que Ciro Gomes, candidato do PDT à Presidência derrotado nas últimas eleições, disse que a esquerda e o Centrão querem atrasar o país e que ele passou a estar com Bolsonaro. Além de a assessoria de Ciro negar que ele tenha feito tal declaração, Aos Fatos também não encontrou nenhuma frase semelhante proferida por ele.",Falso
"Uma imagem da marcha que pediu o registro da candidatura do ex-presidente Lula nas eleições no ano passado está sendo compartilhada como se fosse dos protestos realizados na última quinta 30. A peça de desinformação sugere que os manifestantes não se mobilizaram pela educação, mas pela liberdade do petista.",Falso
"Aos Fatos não identificou a frase acima entre pronunciamentos, entrevistas ou publicações nas redes sociais do presidente Jair Bolsonaro PSL. Também não foram encontradas declarações similares ou que tenham o mesmo sentido que a exposta em publicações nas redes sociais que tratam a fala como verdadeira.A única ocasião em que o presidente usou o termo tara em referência a jovens que buscam vagas em universidades foi em entrevista ao Jornal das Dez, do GloboNews, em 28 de agosto do ano passado, durante a campanha eleitoral. Na ocasião, ele afirmou ao jornalistaHeraldo Pereira: há uma certa tara por parte da garotada em ter um diploma.  importante Sim. Eu fiz, como tenente do Exército, curso de máquina de lavar roupa e de geladeira, aqui em Madureira. Te garanto, Heraldo, se hoje em dia quiser viver disso, eu vou ganhar no mínimo uns 12 mil por mês.Depois, Bolsonaro ainda disse ao jornalista que essa tara por diploma superior não pode existir.  bom Sim, vamos ter nossos mestres, nossos doutores, sim. Mas se você, no ensino médio, colocar algo técnico, você melhora nossa economia. Ou seja, o sentido dessas declarações do presidente não dá a entender que a tara por fazer faculdade seria coisa de filho de pobre, que se não tem dinheiro pra pagar deveria fazer outra coisa da vida.",Falso
"Como informou nota do Vaticano publicada nesta terça-feira 12, teve caráter pessoal a visita de ontem do advogado argentino Juan Grabois à carceragem da Polícia Federal em Curitiba, onde Lula segue preso. O terço levado por ele não foi enviado, mas abençoado por Francisco, disse a Santa Sé, que esclareceu ainda: terços como esse são levados, como o Santo Padre deseja, a tantos prisioneiros do mundo sem entrar no mérito de realidades particulares.",Verdadeiro
"Fernando Haddad PT, em entrevista no Roda Viva, da TV Cultura., disse que hoje a classificação do Brasil é superior à da época de Fernando Henrique Cardoso.",Verdadeiro
Corrente que circula no WhatsApp diz que Haddad é réu por improbidade em ação que apura prejuízo milionário em construção de ciclovias.,Verdadeiro
Corrente que circula no WhatsApp diz que Haddad é acusado de enriquecimento ilícito por caixa 2 em esquema com empreiteiras.,Verdadeiro
Corrente que circula no WhatsApp diz que Haddad é acusado de improbidade em ação que investiga desvio de R$ 130 milhões do Theatro Municipal.,Verdadeiro
Corrente que circula no WhatsApp diz que Haddad deixou a prefeitura de São Paulo avaliado como um dos piores prefeitos da história.,Verdadeiro
Corrente afirma que Bolsonaro triplicou o salário da esposa quando ela trabalhou no seu gabinete.,Verdadeiro
"Corrente afirma que Bolsonaro contratou uma funcionária fantasma com a verba do seu gabinete. Ela vende açaí em Angra dos Reis, onde ele tem uma mansão.",Verdadeiro
Corrente afirma que Bolsonaro ocultou patrimônio pessoal da Justiça Eleitoral em 2006.,Verdadeiro
"Fernando Haddad, candidato à Presidência pelo PT, disse, em entrevista à revista Carta Capital, que há países tão desiguais como o nosso que não têm uma violência tão grande.",Verdadeiro
"Mauro Benevides, economista da campanha de Ciro Gomes PDT, disse, em entrevista ao programa Roda Viva, da TV Cultura, que, de 1947 a 2017, o setor público brasileiro tem a menor taxa de investimento do setor público da história, 1,8% do PIB.",Verdadeiro
"Eduardo Giannetti, economista da campanha de Marina Silva REDE, disse, em entrevista à Central das Eleições, da GloboNews, que países que gastam mais ou menos o mesmo dinheiro público que o Brasil por aluno  como Chile, México e Turquia  têm resultado educacional superior ao nosso no Pisa, enquanto países que gastam menos que o Brasil por aluno, como Colômbia e Indonésia, têm resultados iguais aos do Brasil.",Verdadeiro
"Fernando Haddad PT, em entrevista ao Canal Livre, disse que quem paga mais imposto no Brasil, proporcionalmente, é o pobre.",Verdadeiro
"Ciro Gomes PDT, em entrevista com Mariana Godoy, afirmou que o Ceará é o estado hoje que tem proporcionalmente a maior população de estudantes de ensino médio em tempo integral em escolas profissionalizantes.",Verdadeiro
"Eduardo Jorge PV, candidato a vice-presidente na chapa de Marina Silva REDE, em entrevista ao programa Hora do Voto, disse que o Brasil gasta R$ 3 por pessoa por dia para fazer desde vacina até transplante no SUS.",Verdadeiro
"Eduardo Jorge PV, candidato a vice-presidente na chapa de Marina Silva REDE, em vídeo no Facebook, afirmou que os Estados Unidos perderam 60 mil homens na guerra do Vietnã inteira e o Brasil perde isso todos os anos.",Verdadeiro
"Ana Amélia PP, candidata a vice-presidente na chapa de Geraldo Alckmin PSDB, em entrevista à Folha de S.Paulo, disse que, em 1986, não havia lei de nepotismo.",Verdadeiro
"Manuela Dvila PCdoB, candidata a vice-presidente na chapa de Fernando Haddad PT, em post publicado em seu Facebook, disse que, nos 10 maiores bancos do país, as mulheres representam apenas 8% dos cargos de altos executivos e 10% dos membros do conselho.",Verdadeiro
"João Goulart Filho PPL, no plano de governo registrado no Tribunal Superior Eleitoral TSE, afirmou que mais de 100 milhões de pessoas utilizam medidas alternativas, como fossas e esgoto a céu aberto, para despejar os dejetos.",Verdadeiro
"João Amoêdo NOVO, no plano de governo registrado no Tribunal Superior Eleitoral TSE, afirmou que mais de 20% de brasileiros dependem do Bolsa Família.",Verdadeiro
"lvaro Dias Podemos afirmou, no seu plano de governo, que o investimento nacional chegou em 2013 a 21% do PIB, para em seguida apresentar quedas constantes, atingindo patamares inferiores a 16%.",Verdadeiro
"Ciro Gomes PDT afirmou, em seu plano de governo, que o Brasil foi o local que mais recebeu escravos nas Américas",Verdadeiro
"Em seu programa de governo, Jair Bolsonaro PSL afirmou que o Brasil gasta anualmente um Plano Marshall, que reconstruiu a Europa após a Segunda Guerra Mundial, com o pagamento de juros.",Verdadeiro
"Luiz Inácio Lula da Silva PT, afirmou que os alunos do ProUni têm desempenho melhor do que os seus colegas.",Verdadeiro
"Geraldo Alckmin PSDB, em entrevista para o portal Metrópoles, afirmou que, hoje, em 10% dos 5.570 municípios, o câncer é a principal causa de morte.",Verdadeiro
"Luiz Inácio Lula da Silva PT, em carta enviada ao Congresso Brasileiro de Saúde Coletiva, disse que, em 2007, o Congresso Nacional, contra a sua vontade e decisão, extinguiu a CPMF e na prática impediu a sua aplicação integral na saúde como propôs.",Verdadeiro
"Jair Bolsonaro PSL afirmou que, nos Estados Unidos, o número de mortes por 100 mil habitantes é na ordem de cinco vezes menos do que aqui.",Verdadeiro
Marina Silva Rede afirmou que cerca de 40% dos crimes contra as mulheres aconteceram dentro de casa.,Verdadeiro
O candidato à Presidência Ciro Gomes PDT afirmou que há 63 milhões de brasileiros com nome no SPC.,Verdadeiro
O candidato à Presidência Ciro Gomes PDT afirmou que o Ceará tem 77 das 100 melhores escolas básicas do Brasil.,Verdadeiro
O candidato à Presidência Ciro Gomes PDT afirmou que a mulher brasileira ganha 76% do salário que o homem ganha fazendo o mesmo serviço pela mesma jornada de trabalho.,Verdadeiro
"O presidenciável Paulo Rabello PSC afirmou que mais de 33 mil morrem por ano, na faixa de 15 a 19 anos, por morte violenta.",Verdadeiro
O presidenciável Paulo Rabello PSC afirmou que o Brasil gasta em educação tanto quanto a maior parte dos países em proporção ao seu PIB.,Verdadeiro
"O pré-candidato à Presidência Geraldo Alckmin PSDB afirmou que, na maioria das democracias do mundo, dois, no máximo três partidos, têm 70% dos votos do parlamento.' ",Verdadeiro
O pré-candidato à Presidência Geraldo Alckmin PSDB afirmou que cresce a mais de 20% a produção de gás natural do pré-sal na bacia de Santos.,Verdadeiro
"O pré-candidato à Presidência Geraldo Alckmin PSDB afirmou que em média 96% dos presos voltam para os presídios após saídas temporárias para cumprir a pena e 4% desaparecem, viram fugitivos, são presos e isso pode piorar a progressão de pena.",Verdadeiro
"O pré-candidato à Presidência Geraldo Alckmin PSDB afirmou que, hoje, os gastos previdenciários passaram de 10% e o investimento foi de 1,2% do PIB.",Verdadeiro
O pré-candidato à Presidência Geraldo Alckmin PSDB afirmou que o Brasil da década de 30 a 80 foi o país que mais cresceu no mundo.,Verdadeiro
O pré-candidato à Presidência Levy Fidelix afirmou que a dívida hoje do Brasil está por volta de R$ 5 trilhões.,Verdadeiro
"A população carcerária brasileira chegou a 726.712 presos em junho de 2016 . Segundo o Infopen, cerca de 40% deles eram presos provisórios, ou seja, ainda não possuíam condenação judicial, o que equivale a 292.450 presos,",Verdadeiro
"De acordo com a Pesquisa da Pecuária Municipal PPM do IBGE em 2016, existiam 218 milhões de bovinos no Brasil. Já a projeção para a população naquele ano, também feita pelo IBGE, era de 206 milhões.",Verdadeiro
Não existe uma lei de aprendizagem específica para as micro e pequenas empresas no Brasil,Verdadeiro
"Afif aponta que são mais de 38 mil os imóveis de utilização pública, ou seja, os que estão em uso para o serviço público. O número corresponde ao indicado pela SPU em maio de 2018",Verdadeiro
O pré-candidato à Presidência Rodrigo Maia DEM afirmou que 55% das pessoas que estão na extrema pobreza estão no Nordeste.,Verdadeiro
"O presidenciável Aldo Rebelo SD afirmou que, quando houve uma audiência sobre o Código Florestal no Supremo Tribunal Federal, o Ibama e o Ministério do Meio Ambiente foram lá defendê-lo.",Verdadeiro
"Mensagem de WhatsApp afirma que, quando estourou a dívida externa com Itamar, Parente estava no FMI.",Verdadeiro
"Mensagem de WhatsApp afirma que, quando faltou gasolina, Parente estava na Petrobras.",Verdadeiro
"Em entrevista à TV Folha, o pré-candidato Henrique Meirelles MDB disse que grande parte da dívida foi formada por despesas da previdência nos últimos anos.",Verdadeiro
"Em entrevista, o governador de São Paulo, Geraldo Alckmin PSDB, afirmou que, no ano passado, o estado reduziu em 12,8% o roubo de carro e em 6% o latrocínio.",Verdadeiro
"Uma mensagem acompanhada de um áudio que circula no WhatsApp, atribuído à Voz do Brasil, diz que não há déficit na Previdência",Verdadeiro
