reviewBody,alternativeName
" falsa a informação de que o empresário André Esteves, sócio do banco BTG Pactual, seria dono da revista Veja, como afirmam posts nas redes sociais veja aqui. O Grupo Abril, que edita a publicação semanal, pertence ao advogado e empresário Fábio Carvalho desde dezembro de 2018, quando foi vendido pela família Civita.",falso
" falso que, em um tweet, o ex-deputado Jean Wyllys disse ao jornalista Glenn Greenwald, de The Intercept Brasil, que não tem relação com o que ele está fazendo e que o acordo entre os dois não seria esse, como afirmam publicaçõesnas redes. Além de não haver registros de que o tweet tenha sido publicado por Wyllys, a montagemtambém não traz o selo de verificação que há no perfil dele naquela rede social.",falso
"Não é o deputado federal Glauber Braga PSOL-RJ o homem que aparece escondendo dinheiro na cueca em vídeo que vem sendo compartilhado nas redes sociais veja aqui. De 2009, as imagens retratam o empresário Alcyr Duarte Collaço Filho, que foi apontado como emissário do PPS no esquema de pagamento de propina que ficou conhecido como mensalão do DEM.",falso
"Não há registros de que o ministro da Justiça e Segurança Pública, Sergio Moro, tenha dito em sessão na CCJ Comissão de Constituição e Justiça da Câmara dos Deputados na terça-feira 2 que, se contasse a verdade sobre os parlamentares, teria que prender todos e fechar o Congresso!. A declaração, na realidade, foi criada e publicada no Twitter pelo perfil satírico Falha de S.Paulo.",falso
"Não é verdade que o governo Bolsonaro suspendeuuma normaque impedia a revista de bagagens em voos presidenciais, e que, por isso, o militar brasileiroManoel Silva Rodrigues foi presoapós ser flagrado com 39 quilos de cocaína em uma malana Espanha, na semana passada. Além de tal regra nunca ter existido, o segundo-sargento, que integrava uma comitiva do presidente,foi preso por fiscais aduaneiros espanhóis.",falso
"Foi editada digitalmente a imagem da deputada Maria do Rosário PT-RS vestindo uma camiseta do MBL Movimento Brasil Livre que circula nas redes sociais veja aqui. Na foto verdadeira, publicada em novembro de 2014, as estampas na camisa são o rosto de um jovem negro e a frase Jovem Negro Vivo.",falso
" falsa a informação de que o homem sentado à mesa com o presidente Jair Bolsonaro, o senador Flávio Bolsonaro PSL-RJ e seu ex-assessor Fabrício Queiroz seja o militar Manoel Silva Rodrigues, preso por suspeita de tráfico de drogas na Espanha no dia 25 de junho. O homem, na verdade, é o assessor especial da Presidência Max Guilherme Machado de Moura, segundo a Secretaria de Comunicação da Presidência da República.",falso
"Não foi registrada nos protestos pró-governo no último domingo 30 a imagem que circula nas redes sociais da avenida Paulista repleta de manifestantes em toda a sua extensão. A foto é, na verdade, de uma manifestação de março de 2016 que pedia o impeachment da então presidente Dilma Rousseff PT.",falso
"Uma foto de manifestação no Espírito Santo em apoio à candidatura de Jair Bolsonaro em 2018 voltou a circular como se fosse dos protestos pró-governo do último domingo 30. A imagem, que mostra grande concentração de apoiadores do então candidato, também já foi publicada como se fosse das manifestações pró-governo do dia 26 de maio deste ano. No entanto, ela pode ser encontrada em posts de perfis pessoais no Facebook desde o dia 21 de outubro do ano passado.",falso
"Foi editada a foto que circula nas redes sociais que mostra uma manifestante pró-governo segurando um cartaz com a mensagem Sérgio Moro é bom pra burro. Na imagem original, que foi registrada em maio, não nos protestos deste domingo 30, a frase que aparece no cartaz é Presidente estamos com você.",falso
"Trata-se de uma montagem a foto veja aqui em que o presidente Jair Bolsonaro está sentado de braços cruzados em meio a diversos líderes mundiais. Na imagem original, publicada em junho de 2018, quem aparece é o americano Donald Trump.",falso
"O rosto do segundo-sargento preso por suspeita de tráfico de drogas na Espanha na última terça-feira 25 foi inserido digitalmente em uma foto em que aparece o deputado Eduardo Bolsonaro PSL-SP que circula nas redes sociais veja aqui. Na imagem original, quem está ao lado de Eduardo é o também deputado federal Guilherme Derrite PP-SP.",falso
"Não é verdade que o segundo-sargento da Aeronáutica Manoel Silva Rodrigues, preso na Espanha suspeito de transportar 39 quilos de cocaína em um avião da FAB Força Aérea Brasileira, é filiado ao PSL veja aqui. O nome dele não consta na lista de filiados do partido e, por ser militar da ativa, também não poderia ser associado a uma legenda, segundo o artigo 142 da Constituição.",falso
" falsa a informação de que o segundo-sargento da FAB Força Aérea Brasileira preso na Espanha suspeito de tráfico de drogas é filiado ao PT veja aqui. Além de não ter seu nome na lista de filiados do partido, Manoel Silva Rodrigues é militar da ativa e, segundo o artigo 142 da Constituição, militares não podem ter filiação partidária.",falso
"Não é verdade que a deputada federal Flordelis PSD-RJ adotou 51 crianças para receber um auxílio-adoção de cinco salários mínimos por cada uma delas, como afirma publicação que circula nas redes veja aqui. O benefício é oferecido pelo governo do Rio de Janeiro para servidores públicos que adotem crianças ou adolescentes, mas a lei não permite acúmulo de pagamentos em caso de diversas adoções.",falso
"Publicações nas redes sociais afirmam que, em um áudio, o ministro da Justiça, Sergio Moro, e o procurador Deltan Dallagnol teriam se referido ao presidente Jair Bolsonaro PSL como imbecil e ameba veja aqui, mas não há fontes que atestem a veracidade desta informação e os próprios posts não trazem a gravação que alardeiam.Aos Fatos não identificou referências que embasem tal informação, que também não consta nas reportagens publicadas por The Intercept Brasil com base em troca de mensagens entre Moro e Dallagnol no aplicativo Telegram. O site negou nesta terça-feira 25 que tenha divulgado essa conversa. Desta forma, o conteúdo foi classificado como FALSO.",falso
" falso o áudio atribuído ao ex-presidente Luiz Inácio Lula da Silva PT em que ele sugeriria o assassinato do seu ex-ministro da Fazenda, Antonio Palocci. Além de a voz ser diferente da do petista, a gravaçãonão consta entre as interceptações telefônicas autorizadas pela Justiça Federal em 2016. O Instituto Lula também negoua veracidade do conteúdo.",falso
"O senador Fabiano Contarato Rede-ES não disse que os julgamentos e condenações decorrentes da Operação Lava Jato deveriam ser anulados, conforme publicação que circula nas redes veja aqui. De acordo com a postagem, a afirmação teria sido feita durante sessão da CCJ Comissão de Constituição, Justiça e Cidadania do Senado que recebeu o ministro da Justiça e Segurança Pública, Sergio Moro, no dia 19 de junho. No entanto, não há registro de declaração semelhante naquele momento, e o senador emitiu uma nota em que nega tal afirmação.",falso
"Não é verdade que o senador Antônio Carlos Magalhães foi morto em um acidente de helicóptero em julho de 2007, semanas depois de fazer um pronunciamento no Senado contra o então presidente Lula. Além de ter morrido devido a falência múltipla de órgãos, o discurso de ACM foi realizado em junho de 2006, mais de um ano antes da data da sua morte, em 20 de julho de 2007.",falso
"Não foi gravado durante protestos da greve geral da última sexta-feira 14 um vídeo em que manifestantes de esquerda depredam um carro. As imagens, na verdade, são de maio de 2017 e mostram o momento em que um veículo é atacado após furar o bloqueio de uma manifestação realizada em Goiânia contra o governo de Michel Temer e atropelar duas pessoas.",falso
Um vídeo que mostra um grupo de pessoas depredando orelhões em rua do centro de São Paulo na greve geral de 28 de abril de 2017 tem sido compartilhado nas redes sociais nos últimos dias como se tivesse sido gravado durante a greve geral desta sexta-feira 14.,distorcido
"Não é verdade que o governador do Maranhão, Flávio Dino PC do B, trocou a bandeira brasileira do Palácio dos Leões, sede do governo do estado, pela bandeira do partido comunista. Além de confundir a bandeira da China com o símbolo do partido, o texto que circula nas redes sociais omite que é protocolo do governo hastear a bandeira de um país em caso de visita oficial.",falso
"Não é verdade que um manifestante que participava da greve geral nesta sexta-feira 14 esfaqueou uma policial em São Paulo. O vídeo que embasa as publicações nas redes sociais com esta desinformação veja um exemplo aqui mostra crime ocorrido nesta quarta-feira 12 em Mogi das Cruzes, na Grande SP, sem qualquer relação com os protestos.Na realidade, a polícia foi acionada para conter Marcelo Nogueira, de 48 anos, que estaria atirando pedras contra uma empresa e automóveis em uma via expressa de Mogi, segundo o boletim de ocorrência. Ao tentar imobilizá-lo com disparo de arma de choque, a tenente Beatriz Marandola foi surpreendida por Nogueira, que lhe desferiu uma facada no pescoço. Outros policiais atiraram contra o homem, que morreu no local. A tenente foi socorrida, levada ao hospital e passa bem.",falso
"Não é verdade que a ONU Organização das Nações Unidas pretende implantar chips de identificação biométrica em toda a humanidade e que as pessoas que se recusarem serão excluídas socialmente. Segundo a notícia falsa veja aqui, o plano estaria registrado na Agenda 2030 para o Desenvolvimento Sustentável, lançada pela organização em 2015. Porém, Aos Fatos constatou que não há nada relacionado a isso entre os tópicos do documento.",falso
"Não é verdade que o Comitê de Direitos Humanos do Brasil tenha expedido uma ordem de libertação de Kacyla Santiago e Rosana Cândido, acusadas de matar Rhuan Maycon da Silva Castro, de nove anos. Além de não existir tal comitê, o casal segue preso na ala feminina do Complexo Penitenciário da Papuda, segundo nota emitida pela Secretaria de Segurança Pública do Distrito Federal.",falso
"Não é verdade que o presidente Jair Bolsonaro autorizou a execução de uma dívida da Rede Globo de R$ 358 milhões em impostos sonegados à União. Segundo publicação do blog Foco News veja aqui, a cobrança corresponderia a uma parte do montante de R$ 1 bilhão supostamente devido pela emissora desde 2002 e seria publicada no DOU Diário Oficial da União do último dia 6, o que não ocorreu.",falso
"Não é verdade que o aplicativo Telegram confirmou em sua conta no Twitter que hackers alteraram textos das mensagens vazadas do ministro Sergio Moro, do procurador Deltan Dallagnol e de outros integrantes da força-tarefa da Lava Jato, divulgadas nesta semana pelo site The Intercept Brasil. A foto que circula nas redes sociais com o comunicado da empresa é uma montagem veja aqui. Aos Fatos constatou que o tweet não consta no perfil @telegram. Além disso, a mensagem foi escrita em português em um perfil que só posta em inglês. O texto em si também foge ao padrão da comunicação adotada pela empresa. O aplicativo de mensagens já negou, tanto na conta em inglês, quanto na em português, que tenha havido ataque hacker ao aplicativo no caso da Lava Jato e disse ser mais provável que tenha sido malware [um tipo de vírus] ou alguém que não esteja usando uma senha de verificação em duas etapas.",falso
" falso que os sigilos telefônico e bancário de Adélio Bispo de Oliveira, que esfaqueou Jair Bolsonaro no ano passado, são protegidos pela OAB Ordem dos Advogados do Brasil, como afirmam publicações nas redes sociais veja aqui. Na realidade, a entidade entrou com mandado de segurança em janeiro deste ano para garantir que Zanone de Oliveira, advogado do autor da facada, não fosse obrigado a informar quem pagou os honorários da causa.",falso
"Não é verdade que um funcionário do Congresso Nacional foi flagrado em vídeo registrando presença para deputados ausentes, como afirmam publicações nas redes sociais veja aqui. A gravação foi feita no parlamento da Ucrânia em 2017 e mostra um congressistacolocando fichas de votação sobre as mesas dos colegas.",falso
"Não é verdade que dados do Portal da Transparência mostram que o orçamento do governo Bolsonaro para a Educação seria o maior da história, apesar do contingenciamento anunciado em abril. A desinformação consta em um artigo publicado no blog do Instituto Politeia confira aqui, hospedado no site do jornal Gazeta do Povo, e que tem sido replicado em publicações nas redes sociais nos últimos dias veja um exemplo aqui.",falso
" falsa a imagem que circula em redes sociais que mostra um suposto diálogo entre o ministro da Justiça, Sergio Moro, e o procurador Deltan Dallagnol tramando para impedir a candidatura do petista Fernando Haddad à Presidência em 2018.O site The Intercept Brasil publicou no último domingo 9 uma série de reportagens que mostra mensagens trocadas no aplicativo Telegram entre integrantes da Operação Lava Jato, inclusive entre Moro e Dallagnol, mas Haddad não é citado nos diálogos entre os dois. Os outros trechos do diálogo que aparecem na montagem também são inventados.",falso
"Não é verdade que o jornalista americano Glenn Greenwald, editor fundador do site The Intercept Brasil, e seu companheiro, o deputado federal David Miranda PSOL-RJ, tenham sido acusados de atentar contra a segurança pública do Reino Unido. Atribuições desse tipo foram divulgadas nas redes sociais veja aqui depois que o portal publicou, no último domingo 9, uma série de mensagens privadas atribuídas ao ministro da Justiça, Sérgio Moro, e ao procurador Deltan Dallagnol.",falso
"Editado, um vídeo de 2017 tem sido replicado nas redes sociais veja aqui para sugerir que a presidente do PT, deputada federal Gleisi Hoffmann PT-PR, afirmou em uma reunião que desejava o desemprego em massa no Brasil para causar uma revolta popular contra o governo Bolsonaro. Na ocasião, a petista fazia, na verdade, um discurso contra o projeto de reforma trabalhista do governo Michel Temer MDB. No trecho que foi adulterado, ela afirmava que estatísticas de emprego são manipuladas no México e posicionava-se pela divulgação de dados reais no Brasil: nós queremos desemprego efetivo.",distorcido
" falso que o governo Bolsonaro cortou metade das verbas do Fundeb Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação e que, por isso, o salário de professores da rede pública estaria comprometido, como afirmam publicações nas redes sociais e em sites na internet veja aqui. Na verdade, um bloqueio desse porte foi efetuado no orçamento do FNDE Fundo Nacional de Desenvolvimento da Educação, uma autarquia do MEC Ministério da Educação sem relação direta com os repasses do Fundeb e que deve perder 47% das receitas para 2019.",falso
"Um texto que utiliza dados falsos e distorcidos está sendo compartilhado pelas redes desde a última terça 4 para sugerir que, se a União cobrasse seus devedores, não seria necessária uma reforma da Previdência.",falso
"Sites e publicações nas redes sociais têm veiculado como verdadeira uma montagem em que o ator Keanu Reeves aparece rodeado por gatos. A foto começou a circular na internet em 2010, na esteira do meme Sad Keanu Keanu triste, em inglês, e agora aparece ilustrando textos que sustentam que durante suas viagens, Reeves costuma salvar gatos da eutanásia. Aos Fatos não encontrou evidências que comprovemessa afirmação.",falso
"Não é verdade que Ciro Gomes, candidato do PDT à Presidência derrotado nas últimas eleições, disse que a esquerda e o Centrão querem atrasar o país e que ele passou a estar com Bolsonaro. Além de a assessoria de Ciro negar que ele tenha feito tal declaração, Aos Fatos também não encontrou nenhuma frase semelhante proferida por ele.",falso
"Uma imagem da marcha que pediu o registro da candidatura do ex-presidente Lula nas eleições no ano passado está sendo compartilhada como se fosse dos protestos realizados na última quinta 30. A peça de desinformação sugere que os manifestantes não se mobilizaram pela educação, mas pela liberdade do petista.",falso
"Aos Fatos não identificou a frase acima entre pronunciamentos, entrevistas ou publicações nas redes sociais do presidente Jair Bolsonaro PSL. Também não foram encontradas declarações similares ou que tenham o mesmo sentido que a exposta em publicações nas redes sociais que tratam a fala como verdadeira.A única ocasião em que o presidente usou o termo tara em referência a jovens que buscam vagas em universidades foi em entrevista ao Jornal das Dez, do GloboNews, em 28 de agosto do ano passado, durante a campanha eleitoral. Na ocasião, ele afirmou ao jornalistaHeraldo Pereira: há uma certa tara por parte da garotada em ter um diploma.  importante Sim. Eu fiz, como tenente do Exército, curso de máquina de lavar roupa e de geladeira, aqui em Madureira. Te garanto, Heraldo, se hoje em dia quiser viver disso, eu vou ganhar no mínimo uns 12 mil por mês.Depois, Bolsonaro ainda disse ao jornalista que essa tara por diploma superior não pode existir.  bom Sim, vamos ter nossos mestres, nossos doutores, sim. Mas se você, no ensino médio, colocar algo técnico, você melhora nossa economia. Ou seja, o sentido dessas declarações do presidente não dá a entender que a tara por fazer faculdade seria coisa de filho de pobre, que se não tem dinheiro pra pagar deveria fazer outra coisa da vida.",falso
"Uma foto que mostra uma manifestante nos protestos pró-governo do último domingo 26 com um cartaz que pedia, entre outras coisas, o fim das universidades e das bolsas acadêmicas retrata, na verdade, uma encenação. A youtuber Mariana Motta, do Canal Púrpura, estava infiltrada como manifestante no evento para ironizar as pessoas que defendiam o governo.",falso
"Foram editadas três fotos que exibem erros ortográficos e mensagens falsas em cartazes e faixas atribuídos a manifestantes a favor do governo Bolsonaro nos atos do último domingo 26. Aos Fatos identificou elementos de manipulação nas imagens em que há um banner com a palavra honestidade sem o h; em que uma mulher segura um cartaz com erros crassos, como educassão e muinto; e em que duas manifestantes erguem placas com frases como Apoiamos: o fim da previdência e Queiroz Livre.",falso
"Uma imagem que circula nas redes sociais foi alterada digitalmente para afirmar que as duas manifestantes pró-Bolsonaro retratadas erguiam cartazes com dizeres como apoiamos: o fim da previdência e Queiroz Livre. No Facebook, a peça de desinformação já reunia mais de 2.000 compartilhamentos nesta terça-feira 28. Todas as publicações com a montagem foram marcadas com o selo FALSO na ferramenta de verificação disponibilizada pela rede social entenda como funciona.",falso
" montagem a foto de uma mulher segurando um cartaz com erros crassos de português, tais comoeducassão, muinto e há favor. Os dizeres na placa apresentam indícios de manipulação. Em publicações nas redes sociais, a imagem é atribuída a uma das manifestações em favor do governo Bolsonaro no último domingo. Apesar de indícios que apontam para isso, a imagem original não foi encontrada para atestar que foi feita no ato governista.",falso
" editada a imagem de um cartaz das manifestações pró-governo do último domingo 26 em que aparece a mensagem Presidente, sua onestidade me basta. A foto, que vem sendo compartilhada nas redes para ironizar a mensagem dos manifestantes, possui marcas visíveis de edição.",falso
"Com imagens de manifestações ocorridas em 2016 e 2018, uma montagem voltou a circular nas redes sociais como se retratassem as mobilizações a favor do governo federal neste domingo 26. Três das fotos que constam em posts de Facebooksão de um ato em apoio à candidatura presidencial de Jair Bolsonaro, em 30 de setembro do ano passado, e umaé de um protesto pelo impeachment de Dilma Rousseff PT, em março de 2016.",falso
"Não é verdade que um banner de manifestantes em um dos atos pró-governo do último domingo 26 deseja forca ao invés de força à equipe do presidente Jair Bolsonaro. Manipulada digitalmente, a foto teve a cedilha da palavra força apagada e acabou viralizando como se fosse verdadeira entre usuários contrários aos protestos.",falso
"A foto de uma manifestação pelo impeachment da presidente Dilma Rousseff PT, em Brasília, em março de 2016, circula nas redes sociais como se retratasse a manifestação deste domingo 26 na capital federal em favor do governo de Jair Bolsonaro PSL.",falso
"Imagens que constam na internet desde outubro do ano passado tem sido disseminadas como se fossem da manifestação a favor do governo Bolsonaro em Vitória, no Espírito Santo, no domingo 26. Aos Fatos identificou que os registros constam em sites e perfis ao menos desde outubro de 2018, o que indica serem de passeatas por Bolsonaro realizadas na capital capixaba antes do segundo turno das eleições presidenciais.",falso
"Além do deputado já ter negado publicamente a autoria da mensagem, a peça apresenta vários indícios de que é uma montagem. Por exemplo: apesar de trazer o nome e a foto da página oficial de Pimenta no Facebook, sugerindo que o comentário foi postado ali, há a indicação do símbolo de somente amigos, opção de publicação disponível apenas para perfis pessoais.",falso
"Uma tabela que compara o tamanho dos contingenciamentos orçamentários na Educação desde o governo Lula subestima em 38% o valor do bloqueio na gestão Bolsonaro. Em vez dos anunciadosR$ 5,8 bilhões, a peça afirma que o MEC teria cortado R$ 2,2 bilhões em despesas, volume que corresponde somente à redução nas universidades federais. Além desta distorção de informações, a tabela também é imprecisa ao apontar o que foi contingenciado na área em 2018 e ao citar os valores represados sem a devida correção da inflação.",distorcido
"Um meme distorce ao publicar gráficos que mostram queda do Brasil nos rankings do Pisa, avaliação internacional de estudantes, para sustentar que a educação piorou com Fernando Haddad PT no MEC, entre 2005 e 2012. Apesar de os dados estarem corretos, a queda foi provocada mais pela inclusão de 25 novos países no levantamento nesse período do que pelo desempenho dos estudantes brasileiros. Na verdade, as pontuações das avaliações de 2006, 2009 e 2012 indicam melhora no aprendizado escolar.",distorcido
"Não é verdade que o presidente Jair Bolsonaro assinou um decreto no dia 17 de maio proibindo o consumo de drogas e a nudez dentro das universidades brasileiras. Além de não existir tal decreto e de o uso de drogas ser proibido no Brasil desde 1976, a informação foi publicada originalmente por um site satírico.",falso
"Não é verdade que o filho de Anderson Gomes, motorista da vereadora Marielle Franco PSOL-RJ também assassinado no dia 14 de março de 2018, não tem direito à pensão pela morte do pai porque Anderson não tinha carteira assinada. Segundo informação falsa que circula nas redes sociais, apenas a filha de Marielle teria direito à pensão do INSS até completar os 21 anos.",falso
" uma montagem a imagem em que o presidente Jair Bolsonaro PSL assiste a um vídeo do ex-presidente Luiz Inácio Lula da Silva PT em um museu de Dallas, nos Estados Unidos. A foto original, tirada no dia 15 de maio, mostra a equipe do governo brasileiro em visita ao museu The Sixth Floor, que conta a história de vida do ex-presidente americano John F. Kennedy.  ele, inclusive, quem aparece na tela observada por Bolsonaro.",falso
" falso que a revista americana Time tenha publicado uma charge que simbolizaria o presidente Jair Bolsonaro protegendo o Brasil do socialismo. A imagem, que mostra um soldado sendo alvejado ao proteger uma criança, é um meme que já circula na internet desde 2016, quando o desenho foi publicado em uma página no Facebook.",falso
" falso que policiais de 12 estados anunciaram paralisação dos serviços em apoio aos atos programados para o dia 26 de maio a favor do governo. As polícias de São Paulo e Rio de Janeiro, as únicas citadas nominalmente em publicação que circula nas redes, afirmaram não ter nenhuma informação sobre essa suposta paralisação.",falso
" falso que o ministro da Justiça e Segurança Pública, Sérgio Moro, disse que as manifestações pela Educação realizadas na última quarta-feira 15 foram feitas por meia dúzia de estudantes despreparados e que os protestos não vão atrapalhar o governo. Além de não haver registro de que Moro tenha feito tal declaração, o ministro disse, em uma entrevista à Globo News, que considerava a manifestação natural.",falso
"São de manifestações antigas as fotos utilizadas por meme que circula pelas redes sociais sugerindo que os protestos realizados nesta quarta-feira 15 privilegiaram outras pautas políticas em detrimento da Educação. Aos Fatos verificou que:1. A primeira imagem, de um cartaz Lula Livre, já tinha sido publicada em novembro de 2018 e indica ter sido tirada no acampamento de mesmo nome, em Curitiba;2. A foto de dois homens se beijando é, na verdade, de um beijaço ocorrido em Ribeirão Preto SP em 2015;3. Já a imagem de um incêndio é da primeira manifestação contra o aumento das tarifas de ônibus, em junho de 2013, em São Paulo;4.Aúltima foto, por mais que retrate uma manifestação contra os cortes anunciados pelo governo Bolsonaro, não foi registrada nesta quarta-feira 15, mas em abril, logo após o anúncio de bloqueio de verbas.",falso
"A foto de uma faixa com os dizeres Fora Bolsonaro e Liberdade para Lula foi estendida por militantes do PCO Partido da Causa Operária em ato no dia 31 de março deste ano em repúdio às celebrações pelo golpe militar de 1964, não em uma das manifestações desta quarta-feira 15 contra o corte de despesas na Educação, como querem fazer crerpublicações que circulam nas redes sociais.",falso
Uma foto que mostra um protesto ocorrido em março de 2016 contra o impeachment da ex-presidente Dilma Rousseff PT começou a ser compartilhada na tarde desta quarta-feira 15 nas redes sociais como se retratasse uma das várias manifestações pelo país contra os cortes no orçamento do Ministério da Educação. A imagem exibe uma multidão vestindo roupas vermelhas e portando bandeiras do PT e da CUT Central nica dos Trabalhadores.,falso
" falsa a informação de que a ministra da Mulher, da Família e dos Direitos Humanos, Damares Alves, pretende revogar a Lei Maria da Penha, que visa a proteger mulheres vítimas de violência doméstica. Além de não ter poder para revogar uma lei federal, Damares também já se mostrou favorável ao texto.",falso
"Uma notícia falsa surgida em 2016 voltou a ganhar fôlego nas redes sociais nos últimos dias: uma nova animação infantil da Disney terá uma cena de beijo entre as personagens Branca de Neve e Anna, de Frozen. A imagem que serviria como prova desta afirmação é, na verdade, parte de uma série de 12 gravuras produzidas há três anos pelo artista norte-americano Isaiah Stephens, que retratam as princesas da Disney como lésbicas.",falso
"Uma foto da prisão de Rubens Miguel da Silva, que, em 2007, tentou embarcar em um avião vestido de padre e com três quilos de cocaína escondidos, tem sido compartilhada nas redes sociais como se ele fosse um falso sacerdote que foi detido após visitaro ex-presidente Luiz InácioLula da Silva PTna prisão.",falso
" falso que o petista Fernando Haddad disse que o presidente da Venezuela, Nicolás Maduro, era exemplo e inspiração e que a culpa da crise vivenciada no país vizinho era da oposição. Além de não existir registro de declaração semelhante, a assessoria de Haddad nega que ele tenha afirmado algo parecido.",falso
"Não foi tirada no Brasil nem tem relação com qualquer universidade federal brasileira a foto em que um artista esguicha tinta de seu próprio ânus em uma tela branca. A imagem, na verdade, é de uma série performática do americano Keith Boadwee realizada em 1995. A foto vem sendo utilizada como se fosse um registro de um suposto ateliê de arte anal criado por alunos de alguma instituição federal.",falso
" falsa a legenda que acompanha foto de uma mulher segurando uma pilha de pinos de cocaína. Segundo a peça de desinformação, o lixo foi encontrado na Ufes Universidade Federal do Espírito Santo, mas, na verdade, a imagem registra uma ação realizada pelo Instituto EcoFaxina no manguezal de Santos SP no final de abril.",falso
"Não é verdade que o presidente Jair Bolsonaro PSL doou R$ 223,8 milhões para auxiliar o autoproclamado presidente venezuelano Juan Guaidó a tirar Nicolás Maduro do poder. A informação retira o número de uma Medida Provisória assinada pelo presidente para auxiliar a assistência emergencial aos cidadãos venezuelanos que chegarem ao Brasil.",falso
